,logic,logical,logics,syllogism,syllogisms,model,mathematics,mathematical,number,set,sets,probability,probabilities,proof,language,linguistic,sentences,sentence,proposition,propositions,verb,verbs,discourse,word,words,cognition,cognitive,consciousness,thought,thoughts,knowledge,know,mental,perception,neural,brain,mind,selfknowledge,objects,object,truth,abstract,abstraction,phenomenal,phenomenology,representation,representational,representations,experience,experiences,ethics,ethical,moral,morality,religion
Willard Van Orman Quine_4 Quinean Epistemology.txt,0.0,0.006504171591863509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11388873845931355,0.038313479687615865,0.2396306505388798,0.171331199503942,0.0,0.0,0.0,0.0,0.0,0.009717042840343337,0.015701436139614233,0.0,0.05068334761374825,0.0,0.005974564171409912,0.0,0.09912611135699835,0.039253590349035576,0.0,0.0,0.13159673933936766,0.0,0.0,0.0,0.0,0.007176552710405507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016844759949056265,0.0,0.0,0.0,0.010728959448896158,0.0,0.0
Folk Psychology as Mental Simulation_1 The Origins and Varieties of ST.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07775052872590876,0.0,0.0,0.0,0.02339444635220497,0.0,0.11576494156313094,0.03071563448564463,0.0,0.0,0.0,0.0,0.0,0.0,0.02050695081693898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Classical Logic_5 Metatheory.txt,0.005026065060560961,0.004756303278178194,0.0,0.0,0.0,0.01658364957646443,0.0,0.0030262759338163577,0.0173058238605626,0.086459947310061,0.020720058408502846,0.0,0.0,0.046526797200854904,0.04654071113387528,0.0,0.0520227783326132,0.03986477923099746,0.0,0.0,0.0,0.0,0.004514673448726928,0.0,0.005740991848706436,0.0,0.0,0.0,0.0,0.0,0.0,0.002870495924353218,0.0,0.0,0.0,0.0,0.0025490025519953876,0.0,0.002460837221404407,0.0,0.002443884001236416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wittgensteins Aesthetics_2 The Critique of Scientism.txt,0.0,0.0,0.0,0.0,0.0,0.1341216016613329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017958923755581332,0.0,0.0,0.0,0.0,0.02208423780570415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012884539653655247,0.0,0.0,0.0,0.012353192937455022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046698429436297935,0.0,0.0,0.0,0.01982913607414351,0.0,0.0
Logical Constants_7 Pragmatic demarcations.txt,0.42510448922528704,0.11174667852637253,0.0,0.0,0.0,0.0,0.0,0.08532078737530949,0.0,0.0,0.03245374359881015,0.0,0.0,0.0,0.04603991205856677,0.0,0.025731494868935313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intentionality_7 Are there intentional objects.txt,0.01316006047749697,0.024907452663637454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013316675719727212,0.0,0.0,0.0,0.0,0.0,0.0,0.01433836779008561,0.029822984170980203,0.0,0.014911492085490101,0.02768290804352471,0.0,0.0,0.0,0.015031997998323058,0.0,0.0,0.0,0.0,0.055816512792917994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4252620238172257,0.054964615984650154,0.0,0.1261519338117992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wittgensteins Philosophy of Mathematics_2 The Middle Wittgensteins Finitistic Constructivism.txt,0.009901307182960672,0.0062465857810057885,0.0,0.0,0.0,0.0,0.15430721971497485,0.4014237533453966,0.09740666251572054,0.12022968786414384,0.031747602520423905,0.0,0.0,0.15981292186722942,0.003217011277385837,0.0,0.0,0.0,0.22146859722718196,0.08975233142564155,0.0,0.0,0.005929246585281654,0.018664434288862945,0.01884951187592048,0.0,0.0,0.0,0.0028689762465309637,0.0,0.0,0.07916794987886602,0.0,0.0,0.0,0.0,0.003347676160621253,0.0,0.006463772344846114,0.006892338476053896,0.02246734724804757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred Jules Ayer_3 Perception.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017469257234849645,0.0,0.0,0.0,0.0,0.016827430454951078,0.0,0.05642864041853063,0.019561390280831085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018955050307284244,0.25146490337838784,0.0,0.0,0.0,0.0,0.20286285044904184,0.07210440771101478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21155377243308376,0.0,0.0,0.0,0.0,0.0,0.0
Intuitionism in the Philosophy of Mathematics_1 Brouwer.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.3178849126673703,0.029475953593230027,0.0,0.0,0.03363559114980486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0248273067541766,0.0,0.0,0.0,0.023803451166741235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfred North Whitehead_4 Philosophy of Science.txt,0.0,0.008050174032669135,0.0,0.0,0.0,0.0,0.01104781268388656,0.05122055199859201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009716786503976638,0.0,0.0,0.0,0.00739468211591561,0.0,0.009437522416723649,0.009716786503976638,0.0,0.1858642974306845,0.0,0.0,0.07765662388554133,0.0,0.01666013854857742,0.01776475219247262,0.008272681692049103,0.03494806045600073,0.019410183201424028,0.0,0.0,0.0,0.0,0.0,0.010424329002795123,0.0126848528588899,0.0,0.016889190025507303,0.0,0.0,0.0
Qualia_2 Which Mental States Possess Qualia.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05338855314967477,0.03816611025757196,0.0,0.031031307111490842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07141900242927034,0.11615600507577023,0.0,0.0,0.030069436729939114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14114243420743391,0.05318012692728398,0.0,0.0,0.0,0.20135961673639965,0.20418717193042832,0.0,0.0,0.0,0.0,0.0
Consciousness and Intentionality_5 Varieties of Intentionalism.txt,0.02583750686186591,0.01222537085237497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0503688347921566,0.10802217266499865,0.0,0.0,0.015208508636411364,0.014638070232971635,0.0,0.0294772121679547,0.0,0.0,0.0,0.02424041883534187,0.01587757210549387,0.10356981244791254,0.0898392813229843,0.018264347831816123,0.0,0.014756366511132398,0.12765903563894032,0.018817481088690174,0.0,0.0,0.1703476401019112,0.0,0.07590259715445268,0.04046757550311807,0.025126562784486797,0.053073759388549344,0.0,0.0,0.0,0.01813278036107885,0.020434687075307628,0.020434687075307628,0.06332349458740026,0.019263810916187136,0.0,0.0,0.0,0.0,0.0
Freges Theorem and Foundations for Arithmetic_5 Freges Theorem.txt,0.025417558230645405,0.0,0.0,0.0,0.0,0.0,0.0,0.06886947289643087,0.19379013193584393,0.0,0.0,0.0,0.0,0.2081437462388388,0.006193770930492471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014516524642825658,0.0,0.0,0.0,0.0,0.0,0.0,0.029033049285651317,0.0,0.0,0.0,0.0,0.0,0.0,0.012444819678519063,0.033174864816441677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Model Theory_5 Models and modelling.txt,0.0,0.0,0.0,0.0,0.05026705097271515,0.42028244261748915,0.055141738264165234,0.02556515350927203,0.0,0.0,0.0,0.0,0.0,0.0,0.1034640082041063,0.0,0.0,0.0,0.0,0.024054769977125624,0.0,0.0,0.0,0.0900415175397119,0.02424916648670772,0.0,0.07827493762106641,0.0,0.0,0.0,0.0,0.0,0.06992744919977052,0.0,0.0,0.0,0.0,0.0,0.06236544456195489,0.044333631631617694,0.0,0.08721621454153192,0.0,0.0,0.0,0.02979763409312082,0.0,0.06716072396535816,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Computational Theory of Mind_1 Turing machines.txt,0.0,0.0,0.0,0.0,0.0,0.0932226137878504,0.03669287447110525,0.03402355450081513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017362120182017583,0.0,0.0,0.0,0.0,0.016136082211683403,0.015510568438978778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019345379820311336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudolf Carnap_2 Toward the Aufbau.txt,0.05108120105419898,0.056396132550983004,0.0,0.0,0.0,0.0,0.07739632782973718,0.0,0.008375408115382831,0.008614851365059165,0.0,0.0,0.0,0.0,0.049790031806073345,0.0,0.018551613019479562,0.0,0.0,0.0,0.0,0.0,0.0,0.01203631125232912,0.0,0.0,0.0,0.0,0.014801151985363201,0.0,0.06611531166984592,0.0,0.0,0.012400829279748256,0.0,0.0,0.0,0.0,0.01667341738896169,0.01777891145700347,0.008279275371892656,0.02331727703298214,0.0,0.0,0.033063769353170375,0.011949607525316376,0.01346657741339635,0.0,0.10432637637236404,0.025389926454350505,0.0,0.016902651429679564,0.0,0.0,0.0
Alfred North Whitehead_7 Religion.txt,0.0,0.005778269411733532,0.0,0.0,0.0,0.0,0.0,0.0,0.006006928779399165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03487266859599645,0.0,0.0,0.0,0.010615538324137575,0.0,0.013548166010275144,0.00697453371919929,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011875962775509352,0.008361695366784007,0.0,0.0,0.0,0.0,0.0,0.0,0.044894369615057564,0.036419832400846515,0.0,0.012122755323959953,0.0,0.0,0.7084314780938274
States of Affairs_4 States of Affairs as Complexes.txt,0.0,0.006927475906600104,0.0,0.0,0.0,0.019323045847229475,0.0,0.0,0.0,0.0074074977839138564,0.0,0.0,0.0,0.0,0.0,0.0,0.01595164286724505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008361658284989502,0.0,0.0,0.0,0.012726801181461488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12186171595594651,0.02293085074322395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moral Psychology  Empirical Approaches_4 Virtue Ethics and Skepticism About Character.txt,0.0,0.0,0.0,0.0,0.0,0.025525706328480644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025218119754049396,0.0,0.010728275931078517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28582248692220363,0.13439366604045114,0.33209742066728765,0.03931599564849846,0.0
Logic and Artificial Intelligence_12 Prospects for a Logical Theory of Practical Reason.txt,0.37553995825955044,0.03948708522548443,0.0,0.0,0.0,0.11014267945104508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.051283437572089204,0.0,0.03627181744662368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
The Language of Thought Hypothesis_5 The Connectionist Challenge.txt,0.0,0.0,0.0,0.0,0.0,0.05084165685137456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015781559871214903,0.0,0.011162002505526448,0.0,0.0,0.0,0.0422956923273425,0.0,0.31961294911358296,0.0638525797488244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09011565401770048,0.0,0.14217782465106577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moral Cognitivism vs  Non Cognitivism_6 Conclusion.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23630003253508775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4106507224345389,0.0,0.0
The Correspondence Theory of Truth_2 Truthbearers Truthmakers Truth.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04060508429031237,0.0,0.0,0.0,0.0,0.0,0.0,0.04372041829023771,0.0,0.0,0.04546798358457395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056731731313149895,0.0,0.0,0.0,0.0,0.0,0.0,0.08140379141568817,0.0,0.0,0.0,0.15609354594412078,0.0549516154849122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Propositions_8 The Individuation of Propositions.txt,0.0,0.004741673719076714,0.0,0.0,0.0,0.0,0.0,0.006033935274012928,0.009858625237447162,0.010140471952457963,0.013770884749099268,0.0,0.0,0.0,0.024419768434681962,0.020948480965863176,0.005459238457087255,0.02270980692849803,0.2654414656233205,0.5109706558912057,0.0,0.0,0.0,0.0,0.0,0.0,0.012316397970167143,0.0,0.06097810754244429,0.0,0.0,0.028616667796751327,0.04951322144753167,0.0,0.0,0.0,0.005082324529686218,0.0,0.05397189853941047,0.03139111959137192,0.15592749058607003,0.0823397353271772,0.0,0.0,0.0,0.04219735947325395,0.15851399492510196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Epistemology_2 What is Knowledge.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012097212881308132,0.0,0.024107684423661756,0.0,0.0,0.011652756938792823,0.0,0.0,0.0,0.014073865736455736,0.013545985344442277,0.07544361043802357,0.0,0.0,0.016901721614800008,0.0,0.0,0.1322371187328392,0.0,0.020784187546375094,0.0,0.22547088284039585,0.273109120691026,0.013126103512041862,0.01741358792449037,0.0,0.0,0.012126055287319385,0.0,0.011706637239921151,0.01248281993381914,0.03487796333305717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014649798709594975,0.0,0.0,0.0,0.0,0.0,0.0
Logical Constants_8 Problem or pseudoproblem.txt,0.1496054459874097,0.38933328114051013,0.0,0.0,0.0,0.0,0.016191184545101548,0.015013314103718534,0.02452970252400554,0.025230978402747975,0.0,0.0,0.0,0.03551058670498388,0.024303983201737333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013017616671118922,0.048496302314832145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Representation in Medieval Philosophy_4 Henry of Ghent and John Duns Scotus on Mental Content.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18973172869159102,0.0,0.0,0.11719655963595468,0.0,0.0,0.0,0.2960585627134652,0.0,0.0,0.0,0.13675126424434764,0.0,0.03300532210757956,0.14077466800513605,0.0,0.0,0.0,0.0,0.0,0.1892356611636575,0.0,0.053314652281187896,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A Priori Justification and Knowledge_1 Examples that illustrate the difference between a priori and a posteriori empirical justification.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2004177653831279,0.11574031599349666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03738424656498897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moores Moral Philosophy_1 Nonnaturalism and the OpenQuestion Argument.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040739972921525425,0.0,0.020369986460762712,0.0,0.0,0.0,0.02541622714794336,0.0,0.0,0.0,0.0,0.03125454576778482,0.0,0.019944432477572556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.106271824617745,0.0,0.3648193975914978,0.0,0.0
Logicism and Neologicism_4 Constructive Logicism.txt,0.1247482175621681,0.09658854104274411,0.0,0.0,0.0,0.0,0.04418505341291023,0.06828449186137474,0.1004107710470654,0.022951422017744073,0.0,0.0,0.0,0.06460458635841178,0.022108178536369545,0.0,0.012356159191756023,0.03855015564372525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012953898446228141,0.0,0.0,0.0,0.0,0.011503071618248194,0.0,0.011105201435167886,0.0,0.022057390778920112,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wittgensteins Logical Atomism_5 The Dismantling of Logical Atomism.txt,0.0,0.2896871948862215,0.0,0.0,0.0,0.0,0.0,0.019401918607474616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11380242969576589,0.10953394566125683,0.0,0.0,0.0,0.0,0.01840318910283756,0.0,0.0,0.0,0.02801044013447702,0.0,0.0,0.0,0.0,0.023467949420541992,0.0,0.0,0.0,0.0,0.015776804402539188,0.0,0.047004344132925646,0.0,0.0,0.0,0.031285765222969865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Francis Herbert Bradley_6 Metaphysics.txt,0.03722658314469752,0.0088071342746773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01883480462491339,0.0,0.0,0.0,0.013254241512718621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013157601984971023,0.0,0.0,0.011438173220061456,0.01492229979845086,0.11326008763137563,0.0,0.010324935437054587,0.010630458808916,0.0,0.0,0.0,0.0,0.009439855462924675,0.0,0.03645339259414724,0.019435177088165285,0.07240451515991275,0.038234236903010914,0.0,0.0,0.0,0.02612564205072423,0.0,0.0,0.091236253903037,0.0,0.0,0.0,0.0,0.0,0.022036296179666303
Logical Consequence_5 One or Many.txt,0.0,0.3089486290890061,0.0,0.0,0.0,0.0,0.094220367004005,0.0,0.035686048291786274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07055288928540843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moral Naturalism_1 Introduction.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010412194988160933,0.0,0.0,0.0,0.0,0.0,0.005158191621725265,0.014749836700952042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01761292892901617,0.03022351675154621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693908968600131,0.043030824435608905,0.012530303323683024
The Notation in Principia Mathematica_10 Prolegomena to Cardinal Arithmetic.txt,0.06723513047120047,0.02120881628176519,0.0,0.0,0.0,0.0,0.05821266188209761,0.10795565639005728,0.04409619552913986,0.204105846851432,0.12319032560421658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0877848891891292,0.02340131803438258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mental Representation_8 The Computational Theory of Mind.txt,0.0,0.0,0.0,0.0,0.0,0.031042382128752457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05731447986337907,0.01638906191511533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08826581773120844,0.20235063315078927,0.0,0.051113865365101166,0.016626338097261446,0.013046896205322744,0.0,0.29698145058160386,0.017129864455076815,0.04503369835253714,0.09746614799867885,0.05964241382857568,0.0,0.057579491950241694,0.0,0.0,0.0,0.0,0.0,0.0,0.13205256041017982,0.11161220297194255,0.18602033828657089,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vagueness_3 The Philosophical Challenge Posed by Vagueness.txt,0.12602628114153508,0.0,0.0,0.0,0.0,0.0,0.0,0.018970621005273795,0.09298620279444357,0.0,0.0,0.09530166811666219,0.03953861807571619,0.0,0.0,0.02195392531256437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03598818578940095,0.0,0.0,0.0,0.0,0.0,0.034953871836711455,0.017994092894700477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Edward Moore_3 Principia Ethica.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022099009183543402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009184595121735844,0.0,0.009882451157275927,0.012892696768551535,0.0,0.011368017992181997,0.07136501131474986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023458753122147517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04753262580179185,0.46296075306285156,0.03765559318501462,0.032691488505829314,0.0
Herbert Feigl_2 Feigl and the Vienna Circle.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.053649731023693366,0.0,0.020319883619976605,0.0,0.0,0.20825872513593258,0.0,0.0,0.02013290253633805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0253110033227726,0.0,0.0,0.0,0.0,0.0,0.0
Externalism About Mental Content_8 Externalism and Cognitive Science.txt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04094278616829903,0.0,0.0,0.0,0.0,0.0,0.0608490534868607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023768955249485274,0.03904548115495444,0.15344968582662227,0.0,0.03617736547477606,0.0,0.18468661251109267,0.0,0.11423776920683636,0.18186260102757046,0.0,0.1379691569941138,0.021106850239772997,0.0,0.0,0.021727841797711082,0.0,0.0,0.0,0.0,0.0,0.029207545409371507,0.0,0.09874608947882837,0.025499727659133557,0.0,0.0,0.0,0.0,0.0,0.0
Consciousness_2 Concepts of Consciousness.txt,0.0,0.007009622276796976,0.0,0.0,0.0,0.0,0.0,0.0,0.007287009100286481,0.0,0.010178758200942365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008460811264545023,0.0,0.009103673375315167,0.3800543761945877,0.006438858126445756,0.010472171435862477,0.0,0.0,0.1301252588542109,0.01078931970451139,0.0,0.0,0.0,0.018029710040992047,0.0,0.0077342553219837944,0.0,0.020287155872579857,0.0,0.11452365206929432,0.0,0.0,0.0,0.0,0.04538449013780268,0.0,0.0,0.0,0.0,0.0,0.0
Bertrand Russell_5 Russells Theory of Neutral Monism.txt,0.0,0.031216523280031053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03737716145547593,0.0,0.0,0.0,0.0,0.03767922170098816,0.0,0.0,0.0,0.028674692681565833,0.04663657619643598,0.10978892022653138,0.0,0.25353013047258305,0.0,0.0,0.0,0.1338367094803099,0.0,0.0,0.0,0.03207935127615041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ernst Cassirer_4 The Philosophy of Symbolic Forms.txt,0.016691357901447063,0.0,0.0,0.0,0.0,0.0,0.02167724745368523,0.08040111556252241,0.0,0.0,0.0,0.0,0.0,0.0,0.08134726901955722,0.02326123227088578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026762966204069923,0.10156530623594567,0.0,0.03703529642123693,0.0,0.0,0.024312664014701054,0.0,0.0,0.0,0.0,0.01634468090036189,0.0697135152900064,0.016232078989325587,0.04571509771257077,0.03808530760050974,0.0,0.0,0.0,0.0,0.0,0.020453891263181912,0.02488933350008691,0.0,0.0,0.0,0.0,0.03952183362382984
Bernard Bolzano_3 Logic.txt,0.0882204769953379,0.1226192665592533,0.0,0.0,0.01958330978790365,0.0,0.003580402807851186,0.006639873916867707,0.027121615329643852,0.07811157480970511,0.015153781786745037,0.050034555551915785,0.0,0.05104162243060297,0.010748818217107492,0.019210137614265994,0.0060074650109839915,0.006247591655940614,0.3245528616269501,0.22491329961386206,0.0057992689233691734,0.0,0.0,0.027283559140452582,0.03149040509427747,0.0,0.0,0.0,0.0,0.0,0.003058535904512519,0.003149040509427747,0.015134841189402958,0.0,0.0,0.0,0.008389051062676718,0.0,0.03779481602531324,0.028786226944035043,0.042896502475096944,0.007550703315122864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Truthmakers_1 What is a Truthmaker.txt,0.005988464301415084,0.01700114426188585,0.0,0.0,0.0,0.0,0.0,0.0036057522490304107,0.0,0.003029865907435218,0.0,0.0,0.0,0.0,0.0,0.0,0.009786976716214028,0.006785450430678811,0.03172444244734753,0.0610690538761093,0.018895594005226224,0.0,0.0,0.0,0.003420143226006742,0.0,0.0036800096176163102,0.0,0.0,0.008466404716539283,0.0033218470273721026,0.006840286452013484,0.0,0.0,0.0,0.0,0.0,0.0,0.005864084795722487,0.006252889970146835,0.11356187493646207,0.0041003738626876245,0.0,0.0,0.0,0.04622979272113378,0.01894492293165944,0.01894492293165944,0.0,0.0,0.0,0.0,0.0,0.0,0.0
